Dimension,TP,TN,FP,FN,Accuracy,Precision,Sensitivity,Specificity,F1 Score,Elapsed Time (s),Usage (s),Samples
9,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,0.7361218929290771,0.7361218929290771,2605
10,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,52.07349514961243,52.07349514961243,2605
11,1,1302,1,1301,0.5001919385796545,0.5,0.0007680491551459293,0.9992325402916347,0.0015337423312883436,0.8448684215545654,0.8448684215545654,2605
12,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,0.856966495513916,0.856966495513916,2605
13,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,0.8003079891204834,0.8003079891204834,2605
14,2,1303,0,1300,0.5009596928982726,1.0,0.0015360983102918587,1.0,0.003067484662576687,0.8594059944152832,0.8594059944152832,2605
15,2,1303,0,1300,0.5009596928982726,1.0,0.0015360983102918587,1.0,0.003067484662576687,0.8605117797851562,0.8605117797851562,2605
16,2,1303,0,1300,0.5009596928982726,1.0,0.0015360983102918587,1.0,0.003067484662576687,0.9734470844268799,0.9734470844268799,2605
17,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,0.8002831935882568,0.8002831935882568,2605
18,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,0.8007674217224121,0.8007674217224121,2605
19,1,1303,0,1301,0.5005758157389635,1.0,0.0007680491551459293,1.0,0.0015349194167306218,0.9153316020965576,0.9153316020965576,2605
2,0,1526,37,1563,0.48816378758797185,0.0,0.0,0.9763275751759437,0,0.7065129280090332,0.7065129280090332,3126
3,15,1563,0,1548,0.5047984644913628,1.0,0.009596928982725527,1.0,0.01901140684410646,0.7055459022521973,0.7055459022521973,3126
4,19,1563,0,1544,0.5060780550223928,1.0,0.01215611004478567,1.0,0.024020227560050574,0.7050540447235107,0.7050540447235107,3126
5,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,6.881166219711304,6.881166219711304,3126
6,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,1.0315351486206055,1.0315351486206055,3126
7,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,1.7466769218444824,1.7466769218444824,3126
8,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,0.9443879127502441,0.9443879127502441,3126
9,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,1.1321964263916016,1.1321964263916016,3126
10,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,1.4205856323242188,1.4205856323242188,3126
11,1,1562,1,1562,0.5,0.5,0.0006397952655150352,0.999360204734485,0.001277955271565495,1.309164047241211,1.309164047241211,3126
12,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,61.2039315700531,61.2039315700531,3126
13,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,2950.296115398407,2950.296115398407,3126
14,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,3045.7325432300568,3045.7325432300568,3126
15,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,3107.3131778240204,3107.3131778240204,3126
16,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,3095.563850879669,3095.563850879669,3126
17,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,3112.0649514198303,3112.0649514198303,3126
18,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,3093.9786763191223,3093.9786763191223,3126
19,1,1563,0,1562,0.5003198976327575,1.0,0.0006397952655150352,1.0,0.001278772378516624,3116.836629629135,3116.836629629135,3126
2,0,1781,43,1823,0.48834658623526184,0.0,0.0,0.9764254385964912,0,1.0298666954040527,1.0298666954040527,3647
3,21,1824,0,1802,0.5058952563751028,1.0,0.01151947339550192,1.0,0.022776572668112796,1.0306603908538818,1.0306603908538818,3647
4,21,1824,0,1802,0.5058952563751028,1.0,0.01151947339550192,1.0,0.022776572668112796,1.0298194885253906,1.0298194885253906,3647
5,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,38.89768195152283,38.89768195152283,3647
6,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,2.0591959953308105,2.0591959953308105,3647
7,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,1.94272780418396,1.94272780418396,3647
8,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,2.250499963760376,2.250499963760376,3647
9,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,321.66953706741333,321.66953706741333,3647
10,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,146.9156014919281,146.9156014919281,3647
11,1,1823,1,1822,0.5001370989854675,0.5,0.0005485463521667581,0.9994517543859649,0.0010958904109589042,1.4936738014221191,1.4936738014221191,3647
12,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,4753.7621467113495,4753.7621467113495,3647
13,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,4754.83785367012,4754.83785367012,3647
14,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,5017.157819271088,5017.157819271088,3647
15,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,5001.30356836319,5001.30356836319,3647
16,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,5004.525745630264,5004.525745630264,3647
17,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,5002.305418014526,5002.305418014526,3647
18,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,5002.527815818787,5002.527815818787,3647
19,1,1824,0,1822,0.5004112969564025,1.0,0.0005485463521667581,1.0,0.0010964912280701754,5000.656172513962,5000.656172513962,3647
2,0,2036,48,2084,0.4884836852207294,0.0,0.0,0.9769673704414588,0,1.324031114578247,1.324031114578247,4168
3,18,2084,0,2066,0.5043186180422264,1.0,0.008637236084452975,1.0,0.01712654614652712,1.3221218585968018,1.3221218585968018,4168
4,22,2084,0,2062,0.505278310940499,1.0,0.01055662188099808,1.0,0.020892687559354226,1.3234367370605469,1.3234367370605469,4168
5,22,2084,0,2062,0.505278310940499,1.0,0.01055662188099808,1.0,0.020892687559354226,1.3221125602722168,1.3221125602722168,4168
6,22,2084,0,2062,0.505278310940499,1.0,0.01055662188099808,1.0,0.020892687559354226,1.3230924606323242,1.3230924606323242,4168
7,1,2084,0,2083,0.5002399232245681,1.0,0.0004798464491362764,1.0,0.0009592326139088729,2.425780773162842,2.425780773162842,4168
8,1,2084,0,2083,0.5002399232245681,1.0,0.0004798464491362764,1.0,0.0009592326139088729,3.3059630393981934,3.3059630393981934,4168
9,1,2084,0,2083,0.5002399232245681,1.0,0.0004798464491362764,1.0,0.0009592326139088729,2.1076879501342773,2.1076879501342773,4168
